Signi70,Sp70,Sp70/Sbg70,Sconv70,Stot70,FWHMa70,FWHMb070,PA070,Signi160,Sp160,Sp160/Sbg160,Sconv160,Stot160,FWHMa160,FWHMb160,PA160,Signi250,Sp250,Sp250/Sbg250,Sconv250,Stot250,FWHMa250,FWHMb250,PA250,Signi350,Sp350,Sp350/Sbg350,Sconv350,Stot350,FWHMa350,FWHMb350,PA350,Signi500,Sp500,Sp500/Sbg500,Stot500,FWHMa500,FWHMb500,PA500,SigniNH2,NpH2,NpH2/NbgH2,NconvH2,NbgH2,FWHMaNH2,FWHMbNH2,PANH2,NSED,Region,Coretype
0.0,0.0878,0.01,0.0197,0.254,   ,   ,   ,0.0,0.444,0.06,1.39,2.04, 23, 20, 96,42.7,1.85,0.15,2.29,2.78,26,19,122,40.2,1.81,0.17,2.03,2.41,32,25,118,28.4,1.04,0.11,1.1,49,36,97,40.7,3.2,0.18,1.0,18.0,25,20,96,4,Ophiuchus,2
3.7,-0.0359,-0.08,-0.119,-0.0204, 31,  9, 28,11.2,0.363,0.11,1.23,1.85, 29, 18, 50,16.2,0.778,0.13,1.16,1.59,32,21, 61,12.1,0.88,0.17,0.98,1.27,32,25,49,0.0,0.79,0.15,0.517,36,36,65,11.9,1.1,0.14,0.4,7.6,30,18,47,0,Ophiuchus,1
0.0,0.0103,0.01,0.0718,-0.515, 36, 20, 86,58.4,1.32,0.23,3.2,5.36, 24, 14,135,105.1,3.55,0.35,4.41,6.53,24,20,-27,86.5,2.87,0.3,2.89,3.31,26,25,-10,55.2,1.46,0.16,0.997,36,36,-21,89.9,7.1,0.43,2.5,16.7,28,20,3,4,Ophiuchus,2
0.0,0.0489,0.1,0.689,1.27, 57, 50, 49,22.5,0.708,0.21,4.43,10.2, 44, 35, 62,31.8,1.47,0.24,3.37,8.07,42,36, 72,25.5,1.46,0.26,2.35,5.69,52,44,86,23.5,0.976,0.2,1.63,49,37,109,35.3,2.4,0.29,1.4,8.3,38,33,100,0,Ophiuchus,1
0.0,0.0167,0.0,0.001,0.0309,   ,   ,   ,14.7,0.188,0.05,0.205,0.219, 11, 11, 48,27.2,0.528,0.08,0.506,0.535,18,18,125,27.8,0.259,0.05,0.267,0.281,27,25,-23,21.8,0.319,0.06,0.677,59,48,97,21.7,0.9,0.11,0.2,8.6,20,18,96,0,Ophiuchus,1
0.0,-0.22,-0.44,-1.9,-3.58, 38, 25, 96,81.8,1.87,0.34,11.9,27.9, 42, 37, 11,192.7,7.56,0.71,13.5,25.0,36,25, 10,227.5,9.39,1.14,12.2,23.4,39,30,16,207.8,6.83,0.86,7.93,38,36,14,413.9,29.5,2.21,12.4,13.4,35,22,21,1,Ophiuchus,2
481.6,8.29,14.16,9.42,12.3,  9,  8, 67,220.1,5.59,0.97,6.94,8.82, 13, 11, 87,160.2,4.8,0.41,4.6,5.07,18,18, 54,87.3,2.96,0.28,3.11,3.67,28,25,53,46.8,1.37,0.14,1.17,36,36,54,44.5,3.4,0.16,1.1,21.1,28,18,52,3,Ophiuchus,3
2.2,-0.0206,-0.05,-0.132,0.00528, 44, 16, 69,13.8,0.446,0.15,2.04,3.81, 34, 24,-21,20.1,1.08,0.21,2.14,3.88,35,30, 14,18.8,0.9,0.2,1.07,1.62,32,28,42,14.1,0.83,0.2,1.05,40,36,69,22.9,1.4,0.21,0.5,6.4,27,20,42,0,Ophiuchus,2
8.9,-0.0984,-0.16,-0.878,-1.24, 43, 24,-10,1.0,-0.0396,-0.01,-0.124,-0.23, 44, 13, 29,14.6,0.597,0.05,1.08,1.86,52,21,-19,24.4,0.964,0.09,1.24,1.78,52,25,-25,23.8,0.519,0.05,0.485,56,36,-26,45.7,4.3,0.19,1.8,22.0,48,19,-23,0,Ophiuchus,1
0.0,0.015,0.0,0.001,0.64,   ,   ,   ,18.0,0.377,0.14,1.36,2.25, 46, 15, 36,18.1,0.626,0.15,1.06,1.65,44,21, 29,15.1,0.636,0.18,0.926,1.59,44,36,-17,10.2,0.346,0.11,0.447,56,36,-26,13.2,0.7,0.18,0.4,4.2,42,26,22,0,Ophiuchus,1
61.3,0.955,0.63,1.04,1.93,  8,  8,127,81.9,1.88,0.34,2.25,2.15, 13, 11, 98,168.8,3.66,0.44,3.51,2.34,18,18,140,110.4,2.49,0.34,2.47,1.48,25,25,143,57.3,1.2,0.19,0.631,36,36,-7,121.1,8.5,0.9,2.2,9.4,19,18,-30,3,Ophiuchus,3
0.0,0.00366,0.01,0.0296,0.41, 36, 24, 62,7.8,0.143,0.04,0.156,0.173, 11, 11, 93,10.5,0.43,0.07,0.573,0.727,30,18,131,0.0,0.461,0.1,0.457,0.304,25,25,104,7.1,0.729,0.16,0.794,36,36,-20,6.3,1.2,0.16,0.3,7.2,19,18,132,0,Ophiuchus,1
0.0,0.0229,0.04,0.135,0.0638, 30, 18,  7,6.9,0.168,0.04,0.4,0.512, 20, 16,-12,21.9,0.718,0.09,0.917,1.01,28,18,132,15.6,0.65,0.08,0.748,0.88,35,25,120,0.0,0.223,0.03,0.07,36,36,35,12.0,1.3,0.09,0.5,14.7,31,18,134,0,Ophiuchus,2
12.8,0.163,0.17,0.979,1.06, 35, 16,-20,20.8,0.447,0.08,1.3,1.74, 27, 16,106,34.4,1.11,0.11,1.37,1.79,27,18,123,29.4,0.882,0.1,0.875,1.05,25,25,119,0.0,0.183,0.02,0.143,40,36,102,20.5,1.5,0.11,0.4,13.9,23,19,17,1,Ophiuchus,1
0.0,0.00281,0.01,0.0428,-0.384, 68, 56, -4,8.0,0.192,0.04,1.01,1.44, 44, 26, 62,7.4,0.525,0.06,0.786,1.76,32,21, 80,8.2,0.303,0.04,0.384,0.41,48,25,45,8.6,0.279,0.04,0.366,61,36,105,13.1,0.9,0.06,0.4,14.7,48,18,92,0,Ophiuchus,1
0.0,0.00327,0.0,0.0122,-0.261, 31, 10,-25,22.4,0.513,0.09,0.801,1.13, 17, 11,-35,30.3,1.35,0.13,1.32,1.73,19,18,102,32.0,1.42,0.13,1.69,2.23,38,25,118,32.5,1.19,0.13,1.7,48,36,131,24.0,3.3,0.17,1.2,19.4,32,19,111,0,Ophiuchus,2
0.0,0.00483,0.01,0.0856,-0.34,105, 83, 85,25.5,0.743,0.13,5.57,20.2, 73, 38,143,47.7,2.58,0.26,6.97,26.7,62,41,141,60.2,2.59,0.25,3.59,9.09,46,31,73,62.3,2.55,0.32,6.65,56,46,-29,85.8,6.6,0.35,3.9,19.1,46,32,66,0,Ophiuchus,2
0.4,-0.00386,-0.01,-0.0631,1.06, 90, 60, 81,10.4,0.325,0.11,2.9,13.5, 91, 55, 47,13.6,0.897,0.17,2.4,7.74,75,37, 23,13.9,1.06,0.23,1.9,8.55,66,60,33,14.6,0.853,0.2,1.83,60,40,28,23.9,1.9,0.29,1.5,6.7,66,53,126,0,Ophiuchus,3
34.4,0.0161,0.0,0.001,0.112,   ,   ,   ,30.4,0.581,0.53,0.744,0.85, 14, 11, 95,49.7,0.85,0.45,0.816,0.73,18,18,-32,34.9,0.639,0.35,0.634,0.565,25,25,-34,22.2,0.403,0.24,0.354,36,36,10,53.8,1.9,1.09,0.5,1.7,20,18,-1,2,Ophiuchus,3
0.0,0.00231,0.0,0.00764,0.077, 35,  8, 99,12.3,0.283,0.07,0.749,0.929, 23, 16,110,32.2,0.784,0.1,0.752,0.841,18,18,103,34.3,0.695,0.09,0.689,0.757,25,25,126,27.6,0.412,0.05,0.41,36,36,135,40.7,1.3,0.09,0.3,14.5,18,18,94,0,Ophiuchus,1
0.0,0.0219,0.02,0.155,0.185, 44, 18,143,24.9,0.458,0.08,2.13,2.58, 47, 21, 90,62.1,2.39,0.27,4.22,7.38,35,25, 76,62.3,2.31,0.28,2.66,3.97,34,25,72,48.3,1.42,0.2,1.25,36,36,65,66.8,5.6,0.47,2.3,12.1,30,24,65,0,Ophiuchus,2
0.0,0.0395,0.1,0.403,0.603, 40, 32,-35,30.4,0.604,0.19,2.09,3.3, 32, 17, 86,35.8,1.11,0.19,1.64,2.38,33,20, 90,28.9,1.25,0.26,1.52,2.24,42,25,68,16.2,0.692,0.15,0.84,43,36,59,27.5,1.9,0.26,0.7,7.4,35,19,66,0,Ophiuchus,1
0.0,0.00904,0.01,0.071,-0.0592, 50, 19,106,0.0,0.103,0.0,0.001,0.261,   ,   ,   ,20.5,0.711,0.07,0.682,0.824,18,18, 34,38.8,1.93,0.19,2.14,2.93,29,26,0,51.2,1.39,0.16,1.61,36,36,8,65.1,5.7,0.29,2.3,19.9,29,23,-11,0,Ophiuchus,2
6.6,0.0115,0.04,0.0308,0.0262, 24,  8,119,18.9,0.423,0.1,0.906,1.25, 21, 13,134,19.0,0.591,0.07,0.681,0.736,24,18,-16,12.0,0.382,0.05,0.39,0.388,26,25,-15,0.0,0.193,0.03,0.102,36,36,23,8.0,0.7,0.05,0.2,14.0,28,18,-11,0,Ophiuchus,1
1.8,-0.0236,-0.05,-0.108,-0.124, 60, 10, 17,0.0,0.0479,0.01,0.383,0.214, 72, 44, 23,20.4,0.931,0.12,1.89,4.1,48,26, 71,30.5,1.3,0.17,1.62,2.86,39,27,56,38.3,1.33,0.19,1.72,45,36,48,74.3,6.0,0.43,3.1,14.1,45,25,57,1,Ophiuchus,2
2.2,-0.022,-0.07,-0.113,-0.0192, 48, 12, 72,7.4,0.00704,0.0,0.0197,0.603, 46, 11, 17,22.1,0.84,0.15,1.42,2.49,45,20,  1,29.4,1.01,0.19,1.22,1.77,40,25,-6,24.2,0.719,0.16,0.799,40,36,4,48.1,3.0,0.38,1.3,8.0,41,19,-3,1,Ophiuchus,1
0.0,0.00765,0.01,0.0453,0.106, 37, 16,-10,0.0,0.0585,0.01,0.291,0.182, 32, 29,125,11.6,0.355,0.05,0.507,0.714,27,22,-33,8.3,0.174,0.03,0.197,0.128,33,25,123,0.0,0.382,0.07,0.164,36,36,9,10.7,0.6,0.07,0.2,8.7,29,18,48,0,Ophiuchus,1
0.0,0.00431,0.01,0.0526,0.0337, 59, 35, 86,29.7,0.652,0.23,2.43,4.24, 32, 19, -4,54.3,1.87,0.35,2.65,4.23,34,18,  2,50.6,1.78,0.37,2.16,2.87,41,25,6,33.9,1.12,0.26,1.21,46,36,13,68.4,4.3,0.59,1.7,7.3,40,18,7,1,Ophiuchus,2
1.3,-0.0518,-0.08,-0.41,-0.429, 33, 25, 26,0.0,0.0437,0.01,0.268,-0.0278, 42, 34, 83,11.1,0.319,0.04,0.471,0.715,36,19, 40,12.6,0.257,0.03,0.285,0.121,32,25,48,0.0,0.121,0.02,0.0639,36,36,42,15.5,1.1,0.09,0.5,12.4,32,26,59,0,Ophiuchus,1
0.0,0.00598,0.01,0.0162,0.108, 25,  8, 96,9.8,0.275,0.07,0.586,0.577, 24, 12,127,20.6,0.714,0.09,0.754,0.86,21,18,  6,10.4,0.328,0.04,0.326,0.304,25,25,-16,0.0,0.0689,0.01,0.0325,36,36,143,13.3,1.1,0.09,0.3,12.9,23,18,13,0,Ophiuchus,1
9.1,0.0636,0.11,0.296,0.277, 39, 12, 67,21.8,0.551,0.14,1.92,2.85, 24, 22, 39,21.9,0.808,0.12,1.05,1.57,26,20,130,14.2,0.518,0.08,0.582,0.614,33,25,105,6.2,0.247,0.05,0.395,48,47,55,9.5,0.8,0.09,0.3,8.5,25,20,-18,0,Ophiuchus,1
0.0,0.00538,0.01,0.0195,0.0408, 43,  8,142,11.2,0.264,0.05,0.592,0.58, 29, 11, 92,28.1,0.875,0.08,0.888,1.04,20,18, 70,25.4,0.903,0.09,0.927,0.919,27,25,27,10.5,0.788,0.08,0.915,38,36,-22,47.4,4.5,0.24,1.4,19.1,24,18,34,2,Ophiuchus,2
0.0,0.0131,0.03,0.142,-0.167, 41, 35,-12,19.7,0.422,0.1,1.57,2.51, 27, 22,105,42.9,1.33,0.17,1.78,2.66,24,22,137,38.2,1.0,0.13,0.994,1.06,25,25,-23,21.1,0.544,0.08,0.505,44,36,-28,37.4,2.9,0.24,0.9,12.5,24,19,-33,0,Ophiuchus,1
0.0,0.0201,0.0,0.0023,0.117,   ,   ,   ,0.0,0.0853,0.02,0.334,0.0475, 33, 20, 73,11.3,0.269,0.03,0.342,0.212,28,18, 88,8.4,0.22,0.03,0.26,0.199,38,25,53,10.3,0.549,0.08,0.974,57,42,88,18.8,1.4,0.1,0.5,14.7,27,18,56,0,Ophiuchus,1
0.0,0.0441,0.06,0.362,0.719, 35, 25,118,26.4,0.556,0.11,1.48,1.76, 28, 14, 62,30.5,0.914,0.11,1.23,1.27,31,18, 55,16.4,0.445,0.06,0.532,0.536,38,25,-2,9.8,0.405,0.07,0.511,47,41,17,9.2,0.7,0.07,0.2,9.9,33,18,28,0,Ophiuchus,1
16.7,0.0401,0.05,0.198,0.391, 37, 13, 82,42.0,0.786,0.15,4.01,7.47, 42, 25, 69,56.9,1.76,0.19,3.01,4.87,36,23, 57,60.2,1.71,0.22,2.1,3.05,42,25,55,57.6,1.41,0.22,1.79,42,36,22,48.0,2.2,0.19,0.9,11.6,34,20,76,0,Ophiuchus,2
0.0,0.00866,0.02,0.0997,0.0099, 46, 36,-31,0.0,0.152,0.04,0.732,0.799, 45, 22,-21,17.9,0.553,0.07,0.744,0.965,31,18, 75,22.0,0.617,0.09,0.694,0.821,33,25,56,14.3,0.482,0.08,0.475,46,36,-20,30.3,2.3,0.17,0.8,13.5,29,18,93,0,Ophiuchus,2
0.0,0.0201,0.06,0.336,1.09, 79, 74, 34,9.6,0.101,0.04,0.861,3.7, 82, 50,121,11.1,0.56,0.13,1.74,6.27,72,60, 28,11.4,0.377,0.09,0.608,1.6,77,36,22,10.8,0.399,0.1,0.761,68,36,19,16.9,0.7,0.12,0.5,6.0,77,38,21,0,Ophiuchus,1
1.6,-0.084,-0.12,-1.03,-2.46, 47, 40, 23,12.0,0.215,0.03,0.676,0.754, 56, 12, 93,26.2,1.29,0.1,2.48,4.82,36,28, 57,46.2,1.74,0.15,2.06,3.45,38,25,66,41.3,1.24,0.12,1.57,43,36,82,75.3,6.0,0.31,3.2,19.2,42,28,54,1,Ophiuchus,2
0.0,0.0218,0.06,0.308,0.652, 56, 51, 55,9.4,0.256,0.11,1.12,1.61, 44, 20, 88,12.9,0.54,0.13,0.923,1.53,40,22, 82,10.9,0.416,0.11,0.529,0.839,49,25,97,8.1,0.228,0.07,0.247,50,36,96,14.5,0.8,0.16,0.3,5.3,44,19,100,0,Ophiuchus,1
0.0,0.00556,0.04,0.0866,0.215, 65, 63, 47,6.5,0.221,0.15,1.61,5.29, 64, 38, 61,8.9,0.549,0.18,1.51,4.88,64,43, 67,8.8,0.465,0.16,0.777,2.39,64,44,70,6.6,0.339,0.13,0.771,67,39,63,7.9,0.7,0.15,0.5,4.4,56,39,81,0,Ophiuchus,1
0.0,-0.0682,-0.17,-0.896,-1.37, 62, 40, 77,0.0,0.0776,0.0,0.0599,3.67,   ,   ,   ,15.4,0.676,0.06,1.9,6.62,67,44, 95,40.8,1.94,0.18,3.29,10.2,55,53,76,54.0,2.15,0.21,4.93,51,47,45,130.9,13.4,0.55,9.4,24.5,49,48,70,0,Ophiuchus,2
18.4,0.133,0.19,1.99,2.14, 70, 51, 21,20.1,0.708,0.17,3.83,8.64, 52, 24,140,28.7,1.55,0.2,3.93,10.1,52,38,-33,29.9,1.47,0.2,2.23,6.15,43,41,13,34.1,1.23,0.18,2.5,56,45,-6,37.7,3.0,0.24,1.9,12.6,49,35,61,0,Ophiuchus,2
0.0,0.0283,0.02,0.353,7.13, 63, 35, 71,55.5,0.655,0.08,2.18,6.18, 50, 13, 96,63.5,2.38,0.18,4.72,9.53,44,26, 82,43.4,1.9,0.16,2.34,3.52,41,25,88,41.6,0.942,0.08,-0.128,45,36,77,43.4,2.4,0.13,1.0,19.1,40,19,84,3,Ophiuchus,2
344.3,5.76,31.2,6.97,9.61,  9,  8,100,200.8,4.54,2.49,5.16,8.13, 12, 11, 90,187.3,4.69,1.29,4.5,3.97,18,18,-14,97.1,2.75,0.81,2.73,2.43,25,25,143,57.6,1.64,0.53,1.39,36,36,26,85.3,6.1,1.15,1.6,5.3,20,18,0,4,Ophiuchus,3
4.7,-0.349,-0.23,-4.57,64.3,104, 33,130,37.8,0.233,0.0,0.187,1.34,   ,   ,   ,75.0,4.72,0.36,15.4,86.1,90,67,110,131.9,7.91,0.58,13.9,59.3,69,52,85,181.1,9.38,0.74,35.7,71,53,100,318.5,37.2,1.3,27.3,28.5,60,47,127,1,Ophiuchus,2
0.0,0.015,0.0,0.001,0.0289,   ,   ,   ,23.2,0.683,0.19,2.4,3.93, 25, 22, 82,28.7,1.44,0.2,2.13,3.04,27,23, 30,19.5,1.14,0.17,1.2,1.56,28,25,42,6.5,0.58,0.09,0.599,36,36,18,12.5,1.8,0.15,0.7,12.3,33,18,46,0,Ophiuchus,1
1.9,-0.0175,-0.04,-0.132,-0.0217, 39, 20, 73,16.7,0.4,0.11,1.09,1.53, 25, 16,-17,33.8,1.52,0.2,2.16,2.96,32,19,-27,29.9,1.33,0.18,1.42,1.86,29,25,-24,19.1,0.921,0.14,0.915,36,36,12,32.5,3.6,0.28,1.4,12.9,30,20,-26,1,Ophiuchus,2
0.0,0.0264,0.05,0.169,0.0569, 27, 21,133,0.0,0.131,0.03,0.274,0.347, 24, 12,-13,12.1,0.437,0.06,0.532,0.554,26,18,  9,8.7,0.338,0.04,0.383,0.433,33,25,27,9.2,0.323,0.05,0.423,49,36,70,7.8,0.5,0.04,0.2,13.5,27,18,-33,0,Ophiuchus,1
15.0,0.174,0.36,0.847,0.542, 97,  9,-19,23.4,0.661,0.18,3.8,6.31, 40, 32,119,25.3,1.95,0.27,4.56,11.8,43,37,-22,31.5,1.88,0.27,2.77,7.68,42,39,130,33.5,1.39,0.21,2.42,40,36,132,46.7,4.7,0.37,2.7,12.5,40,33,32,0,Ophiuchus,3
0.0,0.0306,0.08,0.446,0.709, 57, 55,-16,16.2,0.422,0.14,1.78,3.64, 36, 21,-12,19.9,0.761,0.15,1.32,2.48,42,22, -2,17.6,0.641,0.14,0.798,1.36,45,25,2,13.3,0.434,0.1,0.552,51,36,11,12.1,0.8,0.12,0.4,6.6,55,19,0,0,Ophiuchus,1
18.5,0.275,0.59,0.317,0.297,  9,  8, 37,10.3,0.298,0.08,0.59,0.517, 24, 11,116,14.1,0.369,0.06,0.465,0.344,28,18,108,10.0,0.244,0.04,0.291,0.196,39,25,103,0.0,0.195,0.04,0.0596,36,36,111,10.4,0.6,0.08,0.2,8.3,18,18,130,0,Ophiuchus,3
0.0,0.0563,0.0,0.001,0.0325,   ,   ,   ,0.0,0.156,0.02,0.209,0.274, 14, 11, 33,78.5,2.51,0.19,2.41,2.32,18,18, 45,122.1,2.18,0.17,2.16,2.26,25,25,35,139.8,1.36,0.13,1.45,36,36,56,141.0,9.9,0.39,2.5,25.1,18,18,82,2,Ophiuchus,2
0.0,0.0165,0.05,0.257,0.961, 70, 59, -5,7.5,0.163,0.07,0.835,1.8, 52, 23, 36,8.5,0.361,0.09,0.652,1.26,45,22, 39,6.8,0.253,0.07,0.315,0.565,44,25,42,0.0,0.145,0.04,0.199,43,36,38,7.4,0.5,0.1,0.2,4.7,44,26,46,0,Ophiuchus,1
1.6,-0.0449,-0.1,-0.223,-0.275, 50, 11, 93,0.0,0.204,0.03,1.19,2.53, 48, 29, 43,68.2,3.02,0.24,4.43,7.2,31,20, 69,102.5,4.04,0.33,4.58,6.66,33,25,74,123.3,3.76,0.36,4.32,39,36,75,217.2,16.7,0.67,6.7,25.0,33,21,73,3,Ophiuchus,2
148.3,1.74,1.38,4.4,5.42, 14, 13,  6,136.7,3.36,0.49,9.34,16.5, 22, 18, 92,119.2,5.32,0.42,6.7,11.6,24,20,111,79.2,3.89,0.33,4.24,6.39,30,25,111,60.1,1.91,0.18,1.8,36,36,141,61.8,6.2,0.32,2.6,19.1,31,24,130,3,Ophiuchus,3
0.3,-0.00259,-0.04,-0.00283,-0.112,  8,  8,-36,0.0,0.0608,0.08,0.228,0.184, 28, 21, 20,10.0,0.144,0.1,0.138,0.128,18,18, -3,10.5,0.122,0.08,0.121,0.109,25,25,-1,0.0,0.0438,0.03,0.0252,36,36,45,9.9,0.4,0.3,0.1,1.4,19,18,12,0,Ophiuchus,1
0.0,0.0241,0.06,0.26,0.318, 39, 37, -5,10.2,0.196,0.06,0.837,1.32, 39, 21, 75,10.8,0.372,0.05,0.56,0.768,36,19, 76,10.6,0.349,0.05,0.405,0.462,36,25,76,0.0,0.134,0.02,0.0596,36,36,63,6.8,0.4,0.03,0.1,11.3,39,19,71,0,Ophiuchus,1
158.5,2.68,3.89,3.36,4.11, 10,  8, -3,113.1,2.67,0.41,3.17,4.46, 12, 11,133,115.5,2.98,0.23,2.87,2.8,18,18,131,53.3,1.29,0.1,1.28,0.711,25,25,118,15.0,0.926,0.08,1.64,52,43,58,38.1,2.5,0.11,0.7,22.8,22,18,-33,1,Ophiuchus,3
1.1,-0.0116,-0.04,-0.13,0.0371, 54, 31,-36,7.0,0.124,0.06,0.579,1.05, 49, 20, 58,7.4,0.251,0.07,0.461,0.854,45,23, 54,7.1,0.257,0.07,0.309,0.478,39,25,58,7.5,0.192,0.06,0.215,40,36,65,9.1,0.5,0.11,0.2,4.4,39,27,59,0,Ophiuchus,1
1.9,-0.0356,-0.04,-0.143,-0.23, 42, 10, 32,15.6,0.188,0.04,0.6,0.965, 40, 14,-16,32.6,0.862,0.09,1.18,1.98,31,19,-21,35.9,1.01,0.1,1.3,1.78,51,25,-33,21.3,0.519,0.05,0.416,36,36,105,31.7,1.9,0.09,0.8,21.8,48,18,-29,2,Ophiuchus,1
1.7,-0.0287,-0.04,-0.098,-0.16, 27, 10, 48,9.6,0.252,0.05,0.642,1.11, 37, 11, 54,30.5,1.36,0.14,1.59,2.2,23,19, 76,43.2,1.47,0.15,1.45,1.61,25,25,37,36.2,1.16,0.12,0.987,42,36,-8,32.2,3.6,0.17,0.9,21.8,19,18,84,1,Ophiuchus,2
3566.0,45.2,41.97,93.7,138.0, 13, 11, 40,1296.0,30.6,3.55,45.7,65.7, 16, 12, 76,689.9,21.6,1.5,20.8,22.8,18,18,100,267.0,8.98,0.76,8.91,10.7,25,25,88,108.8,3.65,0.39,3.63,36,36,140,24.2,2.5,0.13,0.9,18.9,29,19,50,4,Ophiuchus,3
1223.0,22.4,61.39,24.4,30.0,  8,  8, 78,484.7,11.9,4.24,12.9,15.4, 11, 11, 79,303.2,8.33,1.63,8.0,6.45,18,18, 24,160.9,4.05,0.84,4.02,3.12,25,25,2,62.1,1.57,0.35,1.06,36,36,-1,89.0,5.9,0.8,1.6,7.5,21,18,17,3,Ophiuchus,3
0.0,0.0058,0.02,0.0741,0.272, 62, 37,  4,19.1,0.345,0.07,1.98,4.18, 43, 30,110,55.1,2.05,0.19,4.18,8.71,41,29,109,67.3,2.33,0.21,3.02,5.38,41,28,102,70.4,2.13,0.21,2.83,46,36,108,122.1,10.2,0.43,5.7,23.6,39,32,106,1,Ophiuchus,2
0.0,0.0157,0.0,0.00989,-0.484,   ,   ,   ,23.8,0.637,0.14,2.03,3.31, 30, 17,120,42.3,1.85,0.19,2.66,4.3,33,19,122,61.3,2.43,0.24,2.67,3.76,31,25,133,63.3,1.83,0.19,1.69,36,36,100,72.4,7.3,0.32,3.0,22.8,27,25,95,3,Ophiuchus,2
76.6,1.3,6.25,1.42,1.62,  8,  8,-15,46.9,1.14,0.3,1.25,1.05, 11, 11,-14,37.6,0.968,0.11,0.929,0.594,18,18,129,15.2,0.475,0.05,0.472,0.354,25,25,122,0.1,-0.121,0.0,-0.051,-1,-1,-1,7.7,0.8,0.04,0.2,19.1,24,18,139,0,Ophiuchus,3
11.0,0.0747,0.14,0.706,1.01, 40, 28, 97,28.7,0.592,0.12,2.45,3.62, 35, 21, 79,34.5,1.28,0.14,2.06,3.43,31,24, 56,28.1,0.766,0.09,0.83,1.03,30,25,43,13.5,0.378,0.04,0.271,52,36,70,14.6,1.0,0.07,0.5,15.7,35,26,10,0,Ophiuchus,1
2.0,-0.0168,-0.13,-0.169,-0.00922, 52, 26,109,0.0,0.152,0.09,0.691,1.51, 39, 22,  5,8.8,0.311,0.1,0.451,0.674,37,18,  0,6.1,0.233,0.07,0.291,0.403,45,25,10,0.0,0.155,0.05,0.202,51,36,29,6.9,0.6,0.12,0.2,4.7,28,19,6,0,Ophiuchus,1
0.0,0.00943,0.07,0.138,0.802, 63, 52,134,6.1,0.0895,0.06,0.437,0.774, 50, 22, 28,6.6,0.233,0.08,0.385,0.723,36,22,-19,6.8,0.257,0.09,0.311,0.493,41,25,-19,0.0,0.196,0.07,0.311,48,36,-10,7.9,0.5,0.12,0.2,4.2,38,24,-28,0,Ophiuchus,1
3.8,-0.0441,-0.07,-0.364,-0.4, 47, 21,100,11.2,0.234,0.06,1.17,2.13, 50, 22, 65,30.3,1.12,0.14,1.87,3.12,43,20, 61,44.4,1.6,0.2,1.98,2.98,44,25,60,36.5,0.973,0.13,0.966,42,36,66,56.7,4.0,0.27,1.7,15.0,38,20,66,0,Ophiuchus,2
14.6,0.117,0.22,0.653,1.09, 34, 15,141,59.3,1.31,0.2,3.35,3.98, 37, 11,-27,96.3,3.23,0.25,4.17,5.15,29,18,-31,75.2,2.61,0.22,2.87,3.38,31,25,141,38.4,1.32,0.13,1.08,36,36,94,54.6,4.6,0.22,1.3,21.6,22,18,-10,2,Ophiuchus,2
3.2,-0.0982,-0.14,-0.855,-1.24, 44, 23,139,22.0,0.743,0.14,2.76,4.58, 29, 21, 38,86.7,3.83,0.29,6.38,10.6,37,22,-33,146.3,7.87,0.68,10.7,18.9,36,35,89,182.7,6.41,0.53,7.3,36,36,80,305.1,25.8,0.65,11.7,39.8,37,23,-34,4,Ophiuchus,2
5.7,-0.0483,-0.13,-0.172,-0.0582, 35,  9,-31,9.5,0.152,0.04,0.349,0.47, 28, 12,106,18.3,0.571,0.07,0.762,0.864,31,18, 97,14.1,0.458,0.06,0.501,0.527,31,25,87,0.0,0.0742,0.01,0.0168,36,36,-25,8.2,0.6,0.05,0.2,12.5,22,18,66,0,Ophiuchus,1
0.0,0.0207,0.12,0.245,0.294, 45, 39,132,14.6,0.406,0.16,1.68,2.8, 29, 24, 60,30.5,1.24,0.21,1.82,2.92,25,24, 99,29.7,1.22,0.21,1.23,1.66,26,25,77,28.9,0.792,0.15,0.76,36,36,-26,46.4,3.7,0.34,1.4,10.8,25,23,28,1,Ophiuchus,1
0.0,0.0135,0.04,0.236,-0.161, 98, 79,-19,0.0,0.0643,0.02,0.589,1.98, 86, 63,   ,6.2,0.286,0.04,0.582,0.937,85,22, 35,10.5,0.565,0.08,0.856,2.17,54,35,31,13.0,0.628,0.11,1.54,56,44,54,20.5,1.7,0.15,1.1,11.1,49,35,68,0,Ophiuchus,2
18.3,0.0715,0.35,0.239,0.559, 36,  8,100,25.7,0.503,0.17,1.29,2.14, 23, 16,117,26.2,1.12,0.17,1.3,1.89,22,20,142,20.1,0.754,0.11,0.748,0.86,25,25,-33,19.1,0.477,0.08,0.499,36,36,141,14.5,1.5,0.12,0.4,12.6,21,18,-28,0,Ophiuchus,1
1.7,-0.0278,-0.05,-0.0621,-0.109, 17, 10, 96,16.7,0.351,0.07,0.409,0.481, 12, 11, 58,81.8,2.93,0.25,3.77,4.75,24,21, 60,137.2,5.18,0.45,5.28,6.36,26,25,6,170.7,3.3,0.28,3.71,36,36,9,186.2,17.0,0.54,5.1,31.5,24,18,55,4,Ophiuchus,2
